valg,parti,kandidat,antal_stemmer,kommune/region,SFU_kandidat,anna_liste
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Thake Fogh Cordt, Skjød",277,Favrskov Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Thea Hirsch, Trørød",0,Rudersdal Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Theresa Kolmos,0,Sønderborg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Theresa Maria Folke Olesen, Roskilde",0,Roskilde Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Thomas Ammons,0,Vejle Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Thomas Clausen,0,Slagelse Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Thomas Egholm,0,Københavns Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Thomas Hauger, Ribe",0,Esbjerg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Thomas L. Madsen, Aalborg Øst",0,Aalborg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Thomas Nyboe Stein,0,Herlev Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Thomas Skov Jensen,0,Odense Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Thomas Spange Olsen, Karise",276,Faxe Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Thomas Stougaard Dalby, Østbirk",0,Horsens Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Thomas Toft, Viby",0,Roskilde Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Thomas de Renouard,14,Kolding Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Thor Blauner, Skamstrup",0,Holbæk Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Thor Krægpøth, Gudekvarteret",0,Fredericia Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Thorkild Sørensen, Kolind",8,Syddjurs Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Thormod H. S. Jensen, Esbjerg",0,Esbjerg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Thue Lundgaard,0,Halsnæs Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Thyge Kristensen, Esbjerg",0,Esbjerg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Thøger Trold Pauli, Thorsager",40,Syddjurs Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Tilde Nordin Dræger,0,Frederiksberg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Tine Astrup Eriksen, Allinge",0,Bornholms Regionskommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Tobias Nyegaard Jelkær Larsen, Måløv",0,Ballerup Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Tommy Bredal Storgaard, Rudkøbing",82,Langeland Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Tommy Lindegaard, Lille Næstved",253,Næstved Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Tone Høybye,0,Frederiksberg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Torben Madsen,0,Gladsaxe Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Torsten Ringgaard,0,Odense Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Trine Jeppesen, Taastrup",0,Høje-Taastrup Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Troels Kristensen, Vestervig",0,Thisted Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Uffe Nissen,0,Furesø Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Ulla Elsted Jensen,0,Albertslund Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Ulrik Appel, Aalborg SV",0,Aalborg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Ulrik Goos Iversen,0,Frederikssund Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Vibeke Andresen,0,Vordingborg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Vibeke Baden Laursen, Skodsborg",0,Rudersdal Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Vibeke Kold,57,Rødovre Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Vibeke Syppli Enrum, Gudbjerg",0,Svendborg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Victor A. Holmfort, Aalborg",0,Aalborg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Victor Irming, Trekroner",0,Roskilde Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Victoria Bøgh Salo,0,Odense Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Winnie Lea Nielsen, Aalborg",0,Aalborg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Xenia Anderson, Trekroner",0,Roskilde Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Yasmin El-Jaji,0,Slagelse Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Zahra Mohamud Ali, Viborg",215,Viborg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Ziggy Barsøe Povlsen,103,Kolding Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,"Åge Skovrind, Roskilde",0,Roskilde Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød-Grønne,Øjvind Vilsholm,0,Furesø Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød/Grønne,"Camilla Dalum Jensen, Nørre Aaby",0,Middelfart Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød/Grønne,"Karen Johnsen, Roerslev",0,Middelfart Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød/Grønne,"Lasse Schmücker, Båring",0,Middelfart Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød/Grønne,Listestemmer,0,Middelfart Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød/Grønne,"Morten Pabst Petersen, Middelfart",0,Middelfart Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød/Grønne,"Nanna Lehmann Hansen, Nørre Aaby",0,Middelfart Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De Rød/Grønne,"Simon Enemærk Pedersen, Nørre Aaby",0,Middelfart Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De rød-grønne,Kristian Blaabjerg Spangsbo,125,Hillerød Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De rød-grønne,Listestemmer,593,Hillerød Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De rød-grønne,Oliver Nøglebæk,67,Hillerød Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten - De rød-grønne,Tue Tortzen,567,Hillerød Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten De Rød-Grønne,"Helle Meldgaard, Skive",0,Skive Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten De Rød-Grønne,"Helle Nørgaard Lundsby, Højslev",0,Skive Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten De Rød-Grønne,"Jacob Abildgaard, Rødding",0,Skive Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten De Rød-Grønne,Jan Nejdl Salomonsen,0,Ishøj Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten De Rød-Grønne,"Lis Kofoed Jensen, Ø. Grønning",0,Skive Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten De Rød-Grønne,Listestemmer,0,Skive Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten De Rød-Grønne,Ole Wedel-Brandt,0,Ishøj Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten De Rød-Grønne,"Solveig Outsen, Skive",0,Skive Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten De Rød-Grønne,"Sune Foldager, Fur",0,Skive Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten De Rød-Grønne,Susanne Sølling Ryding,0,Ishøj Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten Køge,Johannes Jacobsen,0,Køge Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten Køge,Listestemmer,0,Køge Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten Køge,Niels Rolskov,0,Køge Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten Køge,Rikke Johansen,0,Køge Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten Køge,Thomas Jakobsen,0,Køge Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten – De Rød-Grønne,"Anette Cecilie Skriver, Gl. Rye",0,Skanderborg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten – De Rød-Grønne,"Henrik Qvist, Ry",0,Skanderborg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten – De Rød-Grønne,"Iben Bitsch, Skanderborg",0,Skanderborg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten – De Rød-Grønne,Listestemmer,0,Skanderborg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten – De Rød-Grønne,"Maj Bjerno, Galten",0,Skanderborg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten – De Rød-Grønne,"Natalia Rafn, Gl. Rye",0,Skanderborg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten – De Rød-Grønne,"Peter Kjær, Låsby",0,Skanderborg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten – De Rød-Grønne,"René Rafn, Gl. Rye",0,Skanderborg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten – De Rød-Grønne,"Simon Enni, Ry",0,Skanderborg Kommune,Nej,Nej
kommunalvalg,Ø. Enhedslisten – De Rød-Grønne,"Tine Riisbøll, Skanderborg",0,Skanderborg Kommune,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Ali Hassan, Aalborg",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Alice Rudkjær, Rudersdal",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Alina Racila, Tønder",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Anders Kühnau, Aarhus",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Andi Sejersen, Vejle",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Andreas Tang-Brock, Ry",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Anna Kirsten Olesen, Aalborg",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Anne Fabricius, Odense",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Annette Roed, Silkeborg",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Arne Boelt, Hjørring",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Birgit Marie Christensen, Favrskov",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Bodil Kornbek, Lyngby-Taarbæk",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Brian Høier, Tårnby",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Camilla Hoffmann, København",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Camilla Holt Jones, Viborg",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Christina Kirkegaard, Aarhus",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Claus Heje, Høje-Taastrup",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Dickte Noël Toft, Hørsholm",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Elin Søndergaard, Ringe",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Else Søjmark, Djursland",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Elvin J. Hansen, Odder",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Felex Pedersen, Odsherred",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Frederik Haugstrup Jacobsen, Østerbro",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Gitte Simoni, Roskilde",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Halil Özsari, Odense",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Hanne Korsgaard, Thisted",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Hans Stavnsager, Faaborg",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Hari Neupane, Ørestad",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Helle Lethmar, Køge",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Henrik Terp, Vesthimmerland",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Håkon Nielsen, Rødovre",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Iben Sønderup, Aarhus",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Ivan Damsted, Assens",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Jan Månsson, Sorø",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Jarl Feyling, København",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Jasmin Bjelosevic, Vejle",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Jens William Grav, Fredericia",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Jette Damsø Henriksen, Sønderborg",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Jimmi Elley Nielsen, Snejbjerg",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"John Hansen, Guldborgsund",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Jørgen Hansen, Aalborg Kommune",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Karina Vestergaard, Billund",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Karoline Bergkvist Søgaard, Djursland",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Karsten Meyer Olesen, Aabenraa",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Katrine Skov, Gladsaxe",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Kenneth Nielsen, Slagelse",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Kim Eskesen, Esbjerg",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Kim Johansen, Nordfyn",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Kirsten Morild Andersen, Frederikshavn",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Kirsten Rask, Kalundborg",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Laila Kildesgaard, Bornholm",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Lars Gaardhøj, København",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Lars Stampe, Holstebro",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Lasse Bjørn Møller, Holstebro",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Lene Birket-Smith, Aalborg",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Lilian Højbjerg, Holstebro",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Linda Nielsen, Videbæk",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Line Andrup, Egedal",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Lis Mancini, Hadsund",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Lisette Lind Larsen, Faxe",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,Listestemmer,0,Region Nordjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Lone Børlum, Herning",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Lone Clausen, Brønderslev",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Ludwig Heldt, København",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Maria Glinvad Damgaard, Haderslev",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Martin Baden, Ishøj",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Martin Thor Pedersen, Helsingør",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Mathias Lassen Antonsen, Hals",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Mette With Hagensen, Varde",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Michael Maaløe, Horsens",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Michael Schmidt, Halsnæs",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Michele Offenbach Holm, Randers",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Mikael Hansen, Svendborg",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Mikkel Krog, Lejre",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Mille Koch Rømer, Østerbro",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Mogens Nørgård, Aabybro",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Mustafa Arslan, Ikast-Brande",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Nicolai Kampmann, Hvidovre",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Niels Christian Dahl, Allerød",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Niels Viggo Lynghøj, Struer",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Nils Borring, Favrskov",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Njord Fomsgaard Kvistgaard, Randers C",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Ole Bøgh Vinther, Aarhus",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Ole Terkelsen, Valby",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Oskar Schmidt, Skagen",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Per Møller Jensen, Viborg",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Pernille Buhelt, Hjørring",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Peter Holm, Aalborg",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Peter Møller Andersen, Aarhus",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Poul Erik Jensen, Kolding",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Poul Kristensen, Morsø",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Rasmus Oxfeldt Larsen, Vordingborg",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"René Vejby Kierch, Roskilde",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Sara Smith Hald, Valby",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Simon Sharif Chowdhury, Odense",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Sine Reffstrup, Ringsted",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Sofie de Bretteville, Ballerup",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Sonja Randrup, Fredericia",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Steen S. Hansen, Stevns",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Stig Ekman, Bispebjerg",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Stina Højgaard, Greve",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Susanne Due Kristensen, Hillerød",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Susanne Grove, Skive",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Susanne Lundvald, Næstved",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Søren Eriksen, Gistrup",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Tanja Vestergaard Skøtt, Vejen",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Thomas Adelskov, Odsherred",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Torben Klitmøller Hollmann, Lolland",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Torben Ringe Christensen, Mariagerfjord",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Trine Birk Andersen, Holbæk",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Ulla Koman, Esbjerg",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Ulrik Juhl Hansen, Vesterbro",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,A. Socialdemokratiet,"Vibeke Westh, Frederiksberg",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Agnete Fog, Tranekær",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Alina Protsyk, København",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Anders Medum Groth, Furesø",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Anna Mette Skov Borring, Årslev",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Anne Møller Ronex, Holbæk",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Annegrete Jensen, Jammerbugt",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Benedicte Wilson, Odense",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Bjarke Jensen, Syddjurs Kommune",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Bjørn Bjerrehøj, Tårnby",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Brian Køster, Hvidovre",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Charlotte Saabye Sørensen, København N",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Christian Fink Elkjær, Rudersdal",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Christina Falkberg, Gladsaxe",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Christina Thorholm, Hillerød",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Claus Bjørn Madsen, Vejle",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Claus Pedersen, Ringkøbing-Skjern Kommune",0,Region Midtjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Claus Rehfeld, København",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Claus Wachmann, Gladsaxe",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Daniel  Svendsen, Hjørring",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Dorthe Kerschus, Brønderslev",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Edris Qasimi, Sorø",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Emilie Borch Sloth, Glostrup",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Emilie Haaning, Nyborg",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Emilie U. Andersen-Ranberg, Hørsholm",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Finn Hartvig Nielsen, Næsbyhoved Broby",0,Region Syddanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Frede Hansen, Aalborg",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Frederik Asgeir Berg, Aalborg",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Freja Wirlander, Hvidovre",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Gitte Kjær-Westermann, Lyngby-Taarbæk",0,Region Østdanmark,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Gorm Simonsen, Dronninglund",0,Region Nordjylland,Nej,Nej
regionsrådsvalg,B. Radikale Venstre,"Gry Bruun Nielsen, Hjørring",0,Region Nordjylland,Nej,Nej
